player_ID,careerWAR
bauertr01,21.46
baumabu01,-0.2300000000000001
baumafr01,3.43
baumami01,-0.4600000000000001
baumgge01,6.970000000000001
baumgha01,0.14
baumgro01,5.1899999999999995
baumgst01,6.640000000000001
bausege01,-0.45
bautaed01,0.5899999999999999
bautide01,-1.0399999999999998
bautife01,6.49
bautige01,-0.63
bautijo01,0.2100000000000002
baylijo01,-1.13
baylo02,-0.04
baynebi01,3.5599999999999996
bazared01,2.34
bazaryo01,-1.1099999999999999
bazsh01,3.1300000000000003
beachbr01,2.9699999999999998
beada01,0.24
bealegi01,0.24
beallwa01,0.32999999999999996
beamal01,-0.21
beamer01,-0.77
beamoch01,0.6099999999999999
beamtj01,0.11000000000000004
beanbe01,0.9500000000000001
beanco01,-0.24
beardda01,-2.54
beardge01,4.94
beardmi01,1.25
beardra01,0.2
bearega01,-0.2899999999999999
bearnla01,0.40000000000000024
bearske01,-0.55
beaslch01,0.16
beaslje01,-0.21
beatied01,8.469999999999999
beatope01,-1.02
beattbl01,0.48000000000000004
beattji01,14.81
beatyma01,-0.1
beavabl01,1.69
beazljo01,4.49
becanbu01,-1.9499999999999997
bechlst01,-0.25
bechtge01,-1.69
beckbo01,4.48
beckch01,-0.20999999999999996
beckch02,-1.06
beckebo01,-0.11
beckech01,-0.31
beckejo02,35.29
beckero01,-0.32999999999999996
beckfr01,-1.2
beckge01,0.04
becklja01,-0.33
beckmbi01,3.0
beckmji01,-0.5800000000000001
beckri01,0.67
beckro01,11.3
becktr01,1.6400000000000001
beckwjo01,3.05
beckwjo02,0.5700000000000001
becquju01,-0.11
bedarer01,17.37
bedgoph01,-0.030000000000000013
bediehu01,6.89
bednaan01,-0.31
bednada01,7.07
bedroca01,1.69
bedrost01,15.46
beebefr01,5.7
beeched01,-0.16
beechma01,-0.82
beechro01,-0.44
beedety01,-1.1099999999999999
beeksja02,1.73
beeleda01,-0.41000000000000003
beenean01,-1.04
beenefr01,1.06
beerscl01,-0.21
beetecl01,0.33
beggsjo01,9.84
begleed01,-3.7199999999999998
behanpe01,1.28
behenri01,-0.35000000000000003
behneme01,-0.4
behrmha01,-1.0999999999999996
beimejo01,6.74
beirnke01,-0.51
belchti01,26.74
belfimi01,-0.06
belinbo01,0.8800000000000002
belinst01,5.29
belisma01,7.81
belisro01,0.8600000000000001
belitto01,-0.09999999999999999
belivje01,-0.21000000000000008
bellaan01,1.05
bellab01,-0.58
bellbi01,-0.09999999999999999
bellch01,0.13000000000000003
bellch02,-0.61
bellcl01,12.07
bellco99,3.8400000000000003
bellde01,-0.14
beller01,-0.07000000000000003
bellfr02,4.2299999999999995
bellga01,14.36
bellge01,8.34
bellhe01,7.21
bellhi01,4.78
bellje01,2.7
belljo03,0.38
bellju02,-2.16
bellle02,0.08
bellobr01,7.36
bellova01,1.82
bellra01,-0.25
bellro01,-0.34
belltr01,-1.2300000000000002
bellwi01,32.14
belowdu01,0.22999999999999998
beltrfr01,-0.32000000000000006
beltrom01,-0.24
beltrri01,0.44999999999999996
bemboan01,-0.03
bendean01,4.43
bendech01,42.62
benesal01,1.2900000000000005
benesan01,31.23
bengera01,14.91
benitar01,17.41
benjami01,0.03
benjawe01,-0.67
benneda01,-0.02
bennede01,7.7299999999999995
benneer01,-0.58
bennefr01,0.51
benneje01,1.19
benneji01,-0.08
bennejo02,-0.44999999999999996
bennesh01,-1.5499999999999998
bennhe01,0.04
benoijo01,17.96
bensoal01,-0.52
bensokr01,13.11
bentlcy01,-3.25
bentlja01,4.07
bentoal01,24.75
bentola01,19.82
bentoru01,17.900000000000002
bentosi01,0.0
bentzch01,-0.8
benzjo01,18.95
bereja01,2.86
berenbr01,5.29
berenju01,10.07
bergebr02,2.7399999999999998
bergehe01,6.72
bergery01,1.3699999999999999
bergetr01,0.67
bergju01,0.31
bergmch01,-0.0399999999999999
bergmdu01,-0.07
bergmja01,0.44000000000000006
bergmse01,1.04
berkeja01,0.010000000000000009
berlyja01,-0.74
bermujo01,-0.12
bernabr01,1.9600000000000002
bernadw01,-0.65
bernajo01,0.06
bernapl01,-0.92
bernavi01,-0.26
bernead01,-1.3600000000000003
bernhbi01,17.639999999999997
bernhwa01,0.02
berrijo01,16.9
berropr01,0.56
berryca01,-0.28
berryed02,-0.3
berryjo03,7.4
bertafr01,0.10999999999999988
bertijo01,-0.07
bertomi01,-0.74
bertrle01,-0.02
beruman01,-0.18
besanfr01,-0.16
bessedo01,4.74
bessehe01,-3.26
bestka01,1.02
betande01,11.13
betanra01,14.120000000000001
bethach01,-0.31000000000000005
bethkji01,-0.15
betteje01,0.07
bettial01,-0.58
bettich01,3.26
bettsha01,-0.22000000000000003
bettshu01,13.07
bevenbi01,6.4
beverch01,-2.39
beverja01,-0.61
bevilbe01,-0.05
bevilbr01,-0.6100000000000001
bevillo01,-0.02
biagijo01,-0.020000000000000018
bibbyji01,18.56
bibeeta01,7.67
bibenau01,0.79
bickfph01,0.19999999999999998
bickfve01,12.92
bickhda01,-0.26
bicknch01,-0.41000000000000003
biddlje01,-0.7000000000000002
biddlro01,-2.95
bidoos01,0.6800000000000002
biebesh01,18.48
bielabr01,-0.37999999999999995
bielemi01,7.56
biemiha01,0.03
bierblo01,0.04000000000000001
bierbni01,-1.3900000000000001
bierdra01,0.05
bigbely01,-0.4099999999999999
biggehu01,0.69
biggsch01,-0.4
biittla01,-0.16
bilbrji01,-0.06
bildiem01,0.36000000000000004
billibr01,-0.57
billibr02,-0.33
billich01,16.96
billiha01,-2.42
billija01,9.91
billijo02,-0.41000000000000014
birddo01,9.09
birdile01,-2.56
birdja01,1.41
birdky01,-0.12
birdre01,0.04
birdsha01,-0.29000000000000004
birkbmi01,0.68
birkiku01,-0.43999999999999995
birkora01,2.69
birreba01,0.6000000000000001
birtsti01,1.0
biscafr01,0.21000000000000008
bisenjo01,-0.09
bishobi01,-1.81
bishobi02,-0.24
bishoch01,-0.26
bishoji01,-0.51
bisholl01,-0.04
bithohi01,5.0600000000000005
bitkejo01,-0.07999999999999996
bittije01,0.19
bivensp01,0.7000000000000001
bivinji01,-1.2
blachty01,0.71
black05,0.56
blackbo01,-0.17
blackbu01,-0.11000000000000001
blackbu02,21.099999999999998
blackch01,-0.69
blackcl01,-1.3800000000000001
blackda01,-0.059999999999999984
blackdo01,-1.55
blackew01,27.14
blackge01,-0.4
blackho01,-0.32
blackhu01,-0.54
blackji01,0.01999999999999999
blackjo02,8.85
blackle01,0.01
blackma01,-0.61
blackni01,3.22
blackpa01,2.58
blackra01,-0.28
blackro01,0.59
blacktr01,-0.12000000000000008
blackvi01,0.45999999999999996
blaehge01,25.11
blairaa01,-1.9
blairbi01,-0.23
blairbi02,-0.38
blairde01,3.87
blairga01,4.140000000000001
blairwi01,3.7
blaisdi01,-1.17
blakeed01,0.009999999999999995
blakefr01,1.59
blakesh01,11.709999999999999
blalobr01,-1.8
blancal01,0.08999999999999997
blancan01,-0.04
blancch01,0.07
blancgi01,-0.6399999999999999
blancro01,5.16
blandal01,-0.060000000000000005
blandfr01,7.7
blandna01,-0.18
blankfr01,0.3
blankho01,-0.28
blankke01,0.29000000000000004
blankma01,0.15
blankte01,11.53
blantcy01,14.94
blantjo01,12.61
blasiwa01,-3.3200000000000003
blassst01,7.0
blatest01,-0.33
blauvhe01,-0.7
blaylbo01,-0.74
blaylfr01,-0.33
blaylga01,0.4
blazemi01,-0.4900000000000001
blaziro01,-0.73
bleicje01,-0.13
bleieri01,5.7
blemkra01,-0.15
blethcl01,-0.17
blevije01,6.25
blewebo01,-0.87
blewesc01,0.73
blissel01,0.41
block02,-0.36
blockte01,0.03
blomdbe01,-0.26
blongjo01,-0.07000000000000006
blossja01,-0.23
blubaaj01,0.75
blue02,-0.08
bluejji01,0.19999999999999998
bluevi01,44.88
blumaja01,0.34
blumecl01,0.31
blylebe01,96.09
blyzkmi01,-1.17
boadalu01,3.02
boardch01,-0.44
bobowi01,-0.27
bochtdo01,1.68
bochybr02,0.06999999999999999
bockura01,-0.7300000000000001
boddimi01,31.34
boehlge01,-3.16
boehljo01,9.28
boehrbr01,4.11
boernla01,0.28
boevejo01,5.51
bogarjo01,0.32
bogarti01,0.03
boggsge01,-0.62
boggsmi01,0.6699999999999999
boggsra01,0.01
boggsto01,2.6999999999999997
boggswa01,0.04
boglewa01,-0.33
bogusbr01,-0.06
bohanbr01,7.86
bohenpa01,0.3
bohnch01,0.23
bohnejo01,-0.15
boitada01,-0.7400000000000001
bokeldi01,-0.85
bokinjo01,-0.13
bolanbe01,11.809999999999999
bolanro01,-0.030000000000000027
bolde02,-0.03
boldebi01,-0.25
bolenst01,-0.71
bolinbo01,16.73
bollogr01,0.09
bolsimi01,-0.6499999999999999
boltoco01,-0.4
boltoro01,-1.72
boltoto01,3.63
bombama01,2.01
bondeje01,5.2
bondto01,60.98
bonesri01,6.93
bonetju01,0.72
boneyha01,0.07
bongju01,-0.74
bonhabi01,18.0
bonhati01,24.21
bonikjo01,1.13
bonilbo01,-0.06
bonilli01,-0.48000000000000004
bonined01,-0.009999999999999998
bonnebi01,-0.28
bonogu01,-0.66
bonsebo01,-0.42999999999999977
bookech01,-0.5800000000000001
bookegr01,-0.3999999999999999
boolere01,-0.18
booneal01,1.66
booneda01,-0.31999999999999995
booneda02,0.55
boonege01,-0.3
boonele01,-1.41
booseca01,0.27
bootcch01,-1.53
bootham01,-1.1
boothed01,-0.3
boozejo01,0.11999999999999988
borbope01,4.89
borbope02,0.7600000000000001
borchge01,-0.44999999999999996
bordejo01,1.83
bordiri01,1.63
bordlbi01,-0.15
borispa01,0.17
borkfr01,0.03
borkoda01,-2.09
borlato01,-1.1
borlato02,0.5900000000000001
borowha01,15.690000000000001
borowjo01,3.63
borucry01,2.4
boscawi01,-0.16
boshebu01,0.3
bosioch01,24.38
boskish01,0.3800000000000001
bosmadi01,11.370000000000001
bosseme01,0.24
bostiak01,0.03
boswean01,-0.6799999999999999
bosweda01,10.7
boteda01,0.03
botelde01,0.27
bottari01,6.19
botteke01,6.9799999999999995
bottira01,-1.26
botzbo01,0.44
bouchde01,-0.2500000000000001
bouldca01,-1.5299999999999998
boultja01,-1.9
bourgst01,-0.79
bourqja01,-0.08000000000000002
boushca01,-0.86
boutoji01,9.44
boveemi01,0.01
bowdebe01,-0.58
bowdemi01,0.8500000000000001
bowele01,1.62
bowench02,0.05
bowency01,-0.24
bowenry01,-1.3699999999999999
bowerce01,-0.42000000000000004
bowerfr01,-0.28
bowerle01,-0.75
bowersh01,-0.54
bowerst01,0.14
bowiemi01,-0.8600000000000002
bowlajo01,0.03
bowlebr01,0.39
bowlech01,-0.13999999999999999
bowleem01,-0.16
bowlegr01,-0.33
bowmaab01,-0.62
bowmabo01,4.16
bowmabo02,-0.14
bowmajo01,4.13
bowmama01,0.41
bowmaro01,-0.74
bowmasu01,-2.19
bowsfte01,2.7199999999999998
bowyetr01,-0.03
boxbebr01,4.44
boydbi01,-0.12
boydga01,-0.38
boydja01,-1.77
boydja02,-1.39
boydji01,0.25
boydma01,12.200000000000001
boydoi01,17.849999999999998
boydra01,-0.08000000000000002
boyerbl01,-1.54
boyercl01,0.78
boyleha01,-0.68
boylehe01,22.08
boylejo01,-0.06999999999999998
bozema01,-0.76
brabege01,0.44999999999999996
brachbr01,5.44
brachsi01,0.18
brackan01,0.08
brackdo01,-0.18
brackja01,-1.32
brackjo01,-1.1
braddza01,0.20999999999999996
bradeda01,5.08
bradedo01,-0.58
bradfbi01,-0.04
bradfch01,10.05
bradfch02,0.9299999999999999
bradfch03,-0.08
bradfco01,1.05
bradfla01,1.55
bradiky01,7.1899999999999995
bradl03,-0.15
bradl04,0.07
bradlar01,6.21
bradlbe01,-0.26
bradlbi01,-0.17
bradlfo01,0.42
bradlfr01,-0.32
bradlfr02,5.33
bradlge01,21.6
bradlhe01,-0.25
bradlja02,-0.01
bradlje01,-0.02
bradlpr01,-0.12000000000000002
bradlry01,-0.12
bradlta01,0.7299999999999998
bradlto01,10.92
bradsjo01,0.02
bradybi01,0.04
bradyji01,-0.88
bradyki01,0.62
bradymi01,-0.17
bradyne01,0.21
bragara01,-0.26
braggdi01,-0.43
brainas01,-5.62
braital01,0.09
brameer01,2.4899999999999993
brancha01,-0.04
brancno01,0.2400000000000001
brancra01,16.47
brancro01,-0.26
brandbi01,0.43000000000000005
brandbu01,0.060000000000000275
brandch01,-0.31000000000000005
branded01,27.5
brandma01,1.4300000000000002
branhsl01,1.4700000000000004
branige01,-0.49
brantcl01,0.0
brantje01,11.61
brantro01,-0.02
brashki01,-0.11
brashma01,2.3600000000000003
brasiry01,2.8000000000000003
braulst01,0.8999999999999999
braunjo01,0.08
braunry01,-0.68
braxtga01,10.84
braybi01,2.3200000000000003
braymbe01,0.41
brazede01,-3.1399999999999997
brazlal01,21.42
brazohu01,2.6799999999999997
brazoyh01,-0.74
breale01,-0.56
brebbjo01,2.67
brechha01,41.3
breckbi01,-0.17
breinfr01,4.95
breital01,-0.26
breitte01,51.82
bremeeu01,8.799999999999999
brennad01,4.62
brennbe01,-0.07
brennbr01,0.5800000000000001
brenndo01,0.7499999999999999
brennji02,-0.24
brennto01,0.98
brennwi01,-0.37
brentja01,-0.91
brently01,-1.17
breslcr01,6.26
bresnro01,0.8
bressru01,0.7200000000000002
bretthe01,0.18
brettke01,12.58
breuema01,1.04
brewebi01,1.8900000000000001
brewech01,0.05
brewech02,17.759999999999998
breweco01,-0.14
breweja01,0.5200000000000001
breweji01,15.68
brewero01,-0.15
breweto01,12.69
brewija01,0.33
brews02,0.02
briceal01,-0.01
briceau01,-0.43000000000000005
brickra01,1.19
bridejo01,-0.25
bridgma01,2.78
bridgto01,51.62
bridwpa01,1.1900000000000002
briesbe01,1.27
briggbu01,7.46
briggjo01,-0.39000000000000007
brighja01,-0.48
brighje01,0.11999999999999998
brilene01,20.36
brillfr01,-1.52
brillji01,1.52
brinkbr01,-0.15000000000000002
briscjo01,-0.5099999999999999
brisslo01,8.16
bristbr01,0.11
britoeu01,0.11000000000000001
britojh01,0.8800000000000001
brittch01,1.26
brittdr01,0.46
brittge01,1.55
brittja01,-0.07
brittji01,0.94
brittji02,-0.08999999999999997
brittza01,13.61
brizzto01,0.09999999999999998
broacjo01,4.92
broad02,0.59
broadla01,0.29
broadmi01,-0.4
brobepe01,-0.25
brocado01,10.37
brockch01,0.66
brockle01,1.1400000000000001
